category,title,content
Doğal Afetler,2024 Denizli Karcı dağı yangını,2024 Denizli Karcı dağı yangını 2024 orman yangını sezonunda Denizli ilinin Merkezefendi ilçesinde çıkmış orman yangınıdır.[1] Yangın 24 Ekim 2024 Saat 15:00 sıralarında Denizli il sınırları içinde bulunan Karcı Dağında başlamıştır. İlk gün yangına 2 uçak ve 1 helikopterle havadan müdahale edildi. Bölgenin sarp ve dik olması nedeniyle ekiplerin karadan müdahalesi zorlaştı. 29 Ekim'de 6 helikopter 25 arasöz 8 iş makinesi 12 ilk müdahale ve 715 personelle havadan ve karadan müdahaleye devam edildi.
Doğal Afetler,2024 Diyarbakır-Mardin Yangını,2024 Diyarbakır-Mardin Yangını ya da diğer adıyla 2024 Çınar-Mazıdağı Yangını 20 Haziran 2024'te Diyarbakır Çınar'da Köksalan Kırsal Mahallesinde gece 22.09[1] saatlerinde başlayan yangın rüzgarın etkisiyle Mardin Mazıdağı'na sıçramış 15 kişinin ölümüne ve 72 kişinin yaralanmasına sebep olmuştur. 8 Temmuz 2024 tarihi itibari ile Bölgede Genel Hayata Etkili Afet Bölgesi ilan edilmiştir.
Doğal Afetler,1922 Alaşehir yangını,1922 Alaşehir yangını Yunan ordusu tarafından geri çekilme sırasında başlatıldı ve 3 Eylül 1922'de başlayıp 5 Eylül'e kadar devam etti. Yangın ve katliamlar sonucu 3000 kadar sivil öldü ve şehirdeki 4550 evin sadece 100 tanesi kurtulabildi.[2][3][4]
Doğal Afetler,Amasra maden kazası,Amasra maden kazası ya da Amasra maden faciası 14 Ekim 2022 tarihinde Bartın'ın Amasra ilçesinde Türkiye Taşkömürü Kurumu Amasra Müessese Müdürlüğü'ne bağlı maden ocağında gerçekleşen ve yeraltındaki 110 işçiden 42'sinin ölmesiyle sonuçlanan olaydır. Türkiye'de gerçekleşen en ölümcül iş ve madencilik kazalarından birisidir. İçeride kimse kalmaması nedeniyle 15 Ekim günü arama kurtarma çalışmaları sona ermiştir.
Doğal Afetler,Bolu Grand Kartal Otel yangını,Bolu Grand Kartal Otel yangını 21 Ocak 2025'te Kartalkaya'daki Grand Kartal otelinde meydana gelen yangındır. Olayda 78 kişi öldü 51 kişi yaralandı.[2][3]
Doğal Afetler,1916 Ankara Yangını,Büyük Ankara Yangını; 1916 yılının Eylül ayında Ankara'nın merkez mahallelerinde başlamış ve kısa süre içerisinde tüm şehre yayılarak kentin büyük çoğunluğunun yok olmasına sebep olmuştur. 13 Eylül gecesi başlamış 15 Eylül sabahına dek sürmüştür.[1] Yangın Hisarönü Mahallesi'nde çıkmış; Çıkrıkçılar Yokuşu Saraçlar Çarşısı Bedesten ve Atpazarı bölgelerine kadar sıçramıştır.[2] 5 kişinin hayatını kaybettiği olayda çoğu gayrimüslimlere ait yaklaşık 1000 ev 935 dükkân 7 kilise 2 cami ve 3 sağlık kurumu tamamen yanmıştır.[3] Yangının etkisini büyük oranda yabancı nüfusun yaşadığı bölgede göstermesi felaketten en çok zarar gören kısmın Ermeni ve Rum vatandaşların olmasına yol açmıştır.
Doğal Afetler,Büyük Samsun Yangını,Büyük Samsun Yangını 1869 yılında Samsun'da meydana gelen afettir. Bu yangın kentte daha önce meydana gelen yangınlardan çok daha şiddetli olduğu için[1] büyük yangın olarak nitelendirilmektedir. 3 Ağustos 1869 tarihinde meydana gelen yangına dair en önemli belge dönemin Fransa Samsun konsolosunun İstanbul'daki Fransız Büyükelçiliğine gönderdiği rapordur.[2] Yangının tarihi kapsadığı alan verdiği zarar ve halkın durumu bu rapor sayesinde kesin olarak bilinmektedir.
Doğal Afetler,1905 Edirne Yangını,1905 Edirne Yangını 2 Eylül 1905 (Rumi: 20 Ağustos 1321) de Edirne'nin Kaleiçi Semtinde çıkan büyük yangındır. Yangında yaklaşık 1270 konut 4 cami 1 tekke Katolik Bulgar Ortodoks Bulgar ve Fransız Surde Şarite okullarıyla birlikte 7 okul 6 kilise 13 havra 55 mağaza 33 meyhane 4 eczane 1 karakol 210 dükkân 16 kahvehane 200 iş yeri 4 bağ evi 1 basım evi 1 lokanta 1 kıraathane 2 at değirmeni 1 hamam 28 ahır 13 fırın 12 oda 2 han olmak üzere yaklaşık 1687 yapı kullanılamaz hale gelmiştir.[1] O günkü parayla oluşan hasarın 500000 lira civarında olduğu tahmin edilmektedir.[1]
Doğal Afetler,2023 Ankara patlaması,10 Haziran 2023'te Ankara'ya bağlı Elmadağ ilçesinde bulunan Makine ve Kimya Endüstrisi'ne ait roket ve patlayıcı madde fabrikasında patlama meydana geldi. Çıkan yangın ve patlama sonucu 5 işçi öldü.
Doğal Afetler,Erzurum Kışla Yangını,Erzurum Kışla Yangını 7 Aralık 1966 tarihinde Erzurum'da bulunan bir askeri kışlada yaşanan yangın olayıdır. Yangın Erzurum'un Yakutiye ilçesinin Yeşildere köyünde yerleşik bulunan Kara Kuvvetleri Komutanlığı'na bağlı 247. Piyade Alayı Karargah Bölüğü yatakhanesinde yaşanmıştır.
Doğal Afetler,1922 Manisa yangını,1922 Manisa yangını 5 Eylül 1922 gecesi başladı ve 8 Eylül'e kadar devam etti ve yangının sonucunda şehirdeki binaların yüzde 90'ı yıkıldı (~10.000 bina).[1][2] Olaylar Türk-Yunan Savaşı (1919-1922) sırasında meydana geldi. Yangın Türk ordusu önünde geri çekilen Yunan askerleri tarafından başlatıldı.[3] ABD Viskonsülü James Loder Park Manisa'da ve komşu bölgedeki kurbanların sayısını binlerle tahmin etmektedir. Türk kaynakları ise Manisa kasabasında 4.355 kişinin öldüğünü iddia ediyor
Doğal Afetler,Soma Faciası,Soma Faciası 13 Mayıs 2014'te Türkiye'nin Manisa ilinin Soma ilçesindeki kömür madeninde çıkan yangın nedeniyle 301 madencinin ölümüyle sonuçlanan madencilik kazası. Facia Türkiye Cumhuriyeti tarihinin en çok can kaybı ile sonuçlanan iş ve madencilik kazası olarak kayıtlara geçti. Soma Holding şirketlerinden Soma Kömür İşletmeleri A.Ş. tarafından işletilen maden ocağında patlamaya elektrikli ekipmanların sebep olduğundan şüphelenildi. Yangın vardiya değişimi sırasında meydana geldi ve 787 işçi patlama sırasında yer altında kaldı. 17 Mayıs 2014'te toplamda 301 kişinin hayatını kaybettiği ve içeride kimse kalmaması sebebiyle kurtarma çalışmalarının sona erdiği açıklandı.
Doğal Afetler,1978 YIBA Çarşısı yangını,1978 YIBA Çarşısı yangını 12 Mayıs 1978 günü saat 18:00 civarında çantacı Veli Ünlü'nün dükkânında bütan gazlı lambadan başlayan yangında aralarında YIBA çarşısı esnafının öğretmenlerin ve meslek lisesi öğrencilerininde bulunduğu 49 kişi yanarak dumandan zehirlenerek ya da can havliyle dışarı atlayarak olay yerinde can vermiştir. Olayda 100'den fazla kişide yaralanmıştır
